Unnamed: 0.1,Unnamed: 0,Video ID,Video Title,Channel,Published Date,Views,Likes,Comments,Subscribers,Channel Views,Country,Region,CategoryID,Cluster,CategoryID_enc,VideoCluster,Channel_Cluster,Video_Cluster,Country_Cluster_x,Category_Cluster_x,Year,Month,Day,DayOfWeek,DayName,Views_per_Sub,Engagement,Like_per_Sub,Comment_per_Sub,CategoryName
2783,2783,4713,6857,7087,0.9882577409848636,42906,440,20,11900,25897383,46,23,20,0,4,0,0,0,1,2,2025,10,19,6,0.5,3.6052432568691706,0.0107208613979071,0.0369716830518443,0.0016805310478111,0
2784,2784,2044,4784,3618,0.9759374382180112,156463,7444,968,362000,34527841,91,2,20,0,4,2,0,0,1,2,2025,10,19,6,0.5,0.4322170380744805,0.0537631659678903,0.0205634791064113,0.0026740257623597,0
2785,2785,8054,6407,5621,0.7861018449073072,7520946,34089,1225,10000,7864568,67,29,24,0,2,2,0,3,1,1,2025,10,12,6,0.5,752.019398060194,0.0046954193401442,3.408559144085592,0.1224877512248775,3
2786,2786,8161,3371,5343,0.8350651632925974,763717,9108,1277,403000,264457756,79,39,25,0,7,1,0,0,1,2,2025,10,14,1,0.8333333333333333,1.8950747020478853,0.0135979510761825,0.0226004401974188,0.0031687266284699,2
2787,2787,7945,2530,2075,0.9911900107009616,81984,11242,666,918000,408925182,42,21,20,0,4,0,0,0,0,2,2025,10,20,0,0.1666666666666666,0.0893070922580694,0.1452460816002927,0.0122461740237755,0.0007254894057849,0
2788,2788,642,4825,6676,0.9642513517499084,4161585,41723,105,69000,131325553,91,6,23,0,1,2,0,0,1,3,2025,10,19,6,0.5,60.31195200069564,0.0100509757578,0.6046723960522311,0.0015217170765641,10
2789,2789,3476,5704,4776,0.9849275562431784,40793,8543,372,350000,65196499,41,37,25,0,7,0,0,0,2,2,2025,10,19,6,0.5,0.1165510955682983,0.2185370397607491,0.0244085016899951,0.0010628541061311,2
2790,2790,1945,154,5637,0.92181660134122,2223358,34044,351,572000,43339102,12,5,23,0,1,0,0,0,1,3,2025,10,17,4,0.0,3.886982715065184,0.0154698364051869,0.0595173784661215,0.0006136352908473,10
2791,2791,968,2364,2941,0.930687156570798,614980,3404,446,2120000,1230249648,73,36,24,0,2,2,0,0,2,1,2025,10,17,4,0.0,0.2900847688279392,0.0062603560109987,0.0016056596199718,0.000210377259256,3
2792,2792,2808,7695,2887,0.9750917118818734,247617,6511,372,951000,1803858519,41,20,24,0,2,2,0,0,2,1,2025,10,19,6,0.5,0.2603751205308932,0.0277968483712815,0.0068464701929861,0.0003911667811074,3
2793,2793,5074,1585,1263,0.2825695645215091,1052565,12589,496,357000,248044098,67,37,10,0,6,1,0,0,1,0,2025,9,23,1,0.8333333333333333,2.948353085845698,0.0124315244839753,0.0352632065456399,0.001389351850555,7
2794,2794,148,7081,5509,0.9405047997714746,1736728,10851,2,204000,713233426,67,3,1,0,3,2,0,0,1,3,2025,10,18,5,0.3333333333333333,8.5133308170058,0.0062491039189188,0.0531909157308052,9.803873510423967e-06,8
2795,2795,23,7743,13,0.924522925616884,728567,4839,4,18700,28063920,27,12,1,0,3,0,0,0,1,3,2025,10,17,4,0.0,38.958718785091705,0.0066472861833075,0.2587562162451206,0.0002138923052243,8
2796,2796,3207,2478,5846,0.8314500362454282,31135183,442137,1923,14300000,7275241740,36,24,26,2,5,3,2,1,1,1,2025,10,14,1,0.8333333333333333,2.1772853722178063,0.0142623213660789,0.0309186691665266,0.0001344755150716,5
2797,2797,5442,226,3119,0.727097134572432,28429528,234243,219,90000,69460271,42,3,2,0,0,3,0,1,0,0,2025,10,10,4,0.0,315.8801346651704,0.0082471292436818,2.6026710814324283,0.0024333062965967,6
2798,2798,3928,7237,3973,0.9231035489124224,7835143,0,158,2800000,1440128731,42,3,24,0,2,2,0,3,0,1,2025,10,17,4,0.0,2.7982643577627293,2.016555152017628e-05,0.0,5.6428551275517405e-05,3
2799,2799,5464,6584,103,0.903635211086339,473203,3832,67,14700,12034006,36,45,23,0,1,2,0,0,1,3,2025,10,16,3,0.6666666666666666,32.188490578872184,0.0082395753205805,0.2606625399632678,0.0045575130943473,10
2800,2800,3147,433,4221,0.8901757667238144,28177825,196248,99,28100,38855836,67,12,1,0,3,3,0,1,1,3,2025,10,16,3,0.6666666666666666,1002.7338884737198,0.0069681387059455,6.983666061705989,0.0035230062987082,8
2801,2801,5692,5847,5834,0.8626885624535134,30898601,415611,717,2550000,766514536,42,35,24,2,2,3,0,1,0,1,2025,10,15,2,1.0,12.117093679571106,0.0134740076589872,0.162984641966807,0.0002811763603229,3
2802,2802,3549,1088,5225,0.8915035099996658,3036652,79500,482,12500,76210758,67,23,26,0,5,2,0,0,1,1,2025,10,16,3,0.6666666666666666,242.91272698184144,0.0263388671672397,6.359491240700744,0.0385569154467642,5
2803,2803,5239,5534,5408,0.839560222305181,14609412,336627,3062,32600,29320310,91,7,26,0,5,3,0,3,1,1,2025,10,14,1,0.8333333333333333,448.1277261433698,0.023251379093739,10.32566485690623,0.0939234992791632,5
2804,2804,2520,7640,4146,0.9701008281527947,279719,1531,37,12100000,8813412092,42,21,25,0,7,0,2,0,0,2,2025,10,19,6,0.5,0.0231172708167544,0.0056056056056056,0.0001265289151628,3.057850986954464e-06,2
2805,2805,3055,1918,965,0.8235002086856866,111615,1286,451,322000,111763159,2,0,25,0,7,0,0,0,2,2,2025,10,13,0,0.1666666666666666,0.3466293582939183,0.0155622849770642,0.0039937764168434,0.0014006167682709,2
2806,2806,3798,1412,1401,0.6292238460307544,2066802,53624,7012,16700,9555641,14,29,25,0,7,0,0,0,1,2,2025,10,6,0,0.1666666666666666,123.75318843183042,0.0293380646341233,3.2108256990599364,0.4198550984970959,2
2807,2807,7733,4530,2930,0.8409071081807724,549552,6456,37,135000,149896059,67,16,1,0,3,2,0,0,1,3,2025,10,14,1,0.8333333333333333,4.070725402034059,0.0118150569644784,0.047821867986163,0.0002740720439107,8
2808,2808,3036,7766,5083,0.8946155946287035,2242633,24681,75,865000,497019816,27,12,1,0,3,0,0,0,1,3,2025,10,16,3,0.6666666666666666,2.592636309090972,0.0110388052620267,0.0285329149908497,8.670510207502651e-05,8
2809,2809,3637,1452,3482,0.7660821374438456,2554414,91348,1731,1010000,394522534,91,6,28,0,9,1,0,0,1,0,2025,10,11,5,0.3333333333333333,2.529120268197754,0.0364384800433758,0.0904434748084407,0.0017138596892478,4
2810,2810,2112,1654,62,0.9519329318617338,204744,10056,106,3410000,3526461014,89,46,25,0,7,1,0,0,2,2,2025,10,18,5,0.3333333333333333,0.0600422111313163,0.0496324696573786,0.0029489727422367,3.1085034872423794e-05,2
2811,2811,7536,6587,6428,0.8915424228255233,884446,4992,12,12700,66870668,87,45,17,0,10,1,0,0,2,0,2025,10,16,3,0.6666666666666666,69.63593417841115,0.0056577725968882,0.3930399181166837,0.0009448074954727,9
2812,2812,6190,5299,3474,0.9204904271309716,170419,7592,460,72600,9387149,22,44,25,0,7,0,0,0,1,2,2025,10,17,4,0.0,2.347336813542513,0.0472479755897195,0.1045715623751739,0.0063360008815305,2
2813,2813,4809,5956,6112,0.9688782122694874,142812,361,0,6770000,5500200760,93,48,25,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.0210948270170122,0.002527781084355,5.3323478091066754e-05,0.0,2
2814,2814,3435,2608,1454,0.9135269141814888,483413,3468,152,140000,240682695,93,48,25,0,7,1,0,0,1,2,2025,10,17,4,0.0,3.4529253362475982,0.0074884053833773,0.0247712516339169,0.0010857065306676,2
2815,2815,6164,5463,5314,0.9220196384244446,362977,33159,2356,2470000,2902767195,46,23,10,0,6,0,0,0,1,0,2025,10,17,4,0.0,0.1469541915165216,0.0978433954674939,0.0134246909211777,0.0009538457676737,7
2816,2816,1822,7756,5490,0.9717078650979828,1811687,22643,26,108000,60603680,27,12,1,0,3,0,0,0,1,3,2025,10,19,6,0.5,16.774724308108258,0.0125126401455438,0.2096554661530911,0.0002407385116804,8
2817,2817,6083,3608,2547,0.790581213264204,1025040,14866,76,58700,29763040,30,14,17,0,10,0,0,0,2,0,2025,10,12,6,0.5,17.462053457351665,0.0145769778964938,0.2532495187475511,0.0012946968535459,9
2818,2818,4995,5116,5339,0.9586770894461552,6671303,128260,406,4110000,4386605401,86,38,17,0,10,1,0,3,1,0,2025,10,18,5,0.3333333333333333,1.623187682922705,0.0192864843215059,0.0312068050591715,9.878343095293652e-05,9
2819,2819,4258,2876,3741,0.9835643520857502,137353,3232,360,3490000,587664207,12,5,20,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.0393561491816191,0.0261514044003086,0.0009260742332165,0.0001031518329077,0
2820,2820,7433,1159,1695,0.8720963657302718,4550120,21378,50,2430000,6128836089,86,44,26,0,5,2,0,0,1,1,2025,10,15,2,1.0,1.872476595688644,0.0047093253124477,0.0087975272438159,2.057612321970238e-05,5
2821,2821,7598,1036,449,0.9779273271595912,39497,1026,111,377000,139114658,30,14,20,0,4,0,0,0,2,2,2025,10,19,6,0.5,0.1047663003546409,0.0287862676591219,0.0027214781923655,0.0002944289272442,0
2822,2822,3426,7309,4617,0.8646025086219424,5128285,175374,328,550000,727737234,85,43,1,0,3,2,0,0,1,3,2025,10,15,2,1.0,9.324137592477104,0.0342613496985152,0.3188612384341119,0.000596362552068,8
2823,2823,3072,1358,3137,0.8135535882960312,345531,1989,34,548000,520675695,78,1,25,0,7,1,0,0,2,2,2025,10,13,0,0.1666666666666666,0.6305298712958552,0.0058547399372561,0.0036295554205193,6.204368240203942e-05,2
2824,2824,6244,8232,6822,0.893777085994202,393905,7250,67,79200,40878345,67,43,2,0,0,2,0,0,1,0,2025,10,16,3,0.6666666666666666,4.973485183267888,0.0185754977075749,0.0915392482418151,0.0008459489147864,6
2825,2825,7256,3158,5080,0.9406893218812228,64527,853,177,64400,42558129,36,17,17,0,10,0,0,0,1,0,2025,10,18,5,0.3333333333333333,1.00195649135883,0.0159620629804116,0.013245135945094,0.00274840452788,9
2826,2826,3851,8022,4979,0.9307725137371108,633591,44178,6003,2460000,322809334,44,26,24,0,2,2,0,0,2,1,2025,10,17,4,0.0,0.2575572123751169,0.0792008106162956,0.0179585292851506,0.0024402429104703,3
2827,2827,2616,2632,422,0.9259470095179267,43151,2203,172,440000,134713328,77,38,22,0,8,1,0,0,2,2,2025,10,17,4,0.0,0.0980702316585644,0.0550380051909529,0.0050068068027118,0.0003909082024813,1
2828,2828,332,5791,5428,0.9500949284662284,517450,10540,47,33800,113479681,73,36,17,0,10,1,0,0,2,0,2025,10,18,5,0.3333333333333333,15.30871867696222,0.0204599082811705,0.3118250939321322,0.0013904914055797,9
2829,2829,1344,5560,5476,0.7519712170613957,38058,94,0,422000,756986426,21,10,10,0,6,0,0,0,2,0,2025,10,11,5,0.3333333333333333,0.0901846204155914,0.0024698494442838,0.0002227482873263,0.0,7
2830,2830,5602,6826,6943,0.8644026096698099,3653370,90724,1220,452000,2019563794,46,23,26,0,5,0,0,0,1,1,2025,10,15,2,1.0,8.082659109161263,0.0251668938084853,0.2007163700965263,0.0026991090727675,5
2831,2831,3014,1734,326,0.760630262253585,158272,2275,72,109000,30598240,2,0,25,0,7,0,0,0,2,2,2025,10,11,5,0.3333333333333333,1.4520233759323309,0.0148288084512203,0.0208713681525857,0.0006605443986752,2
2832,2832,4105,2469,475,0.9561672121784568,381907,8549,1145,24300000,27610333586,91,34,20,0,4,2,2,0,1,2,2025,10,18,5,0.3333333333333333,0.0157163368017968,0.0253830765524681,0.0003518106851106,4.711933962471853e-05,0
2833,2833,4111,1550,6433,0.774801120940424,4356056,32335,44,73900,62975888,67,9,1,0,3,2,0,0,1,3,2025,10,12,6,0.5,58.94447977699896,0.0074330983272257,0.4375448234800612,0.0005953911313784,8
2834,2834,6850,2215,3202,0.9913509968273502,99140,520,35,1810000,709873195,70,0,25,0,7,1,0,0,2,2,2025,10,20,0,0.1666666666666666,0.0547734504014086,0.0055980875722455,0.0002872926589543,1.9337005891156965e-05,2
2835,2835,1817,4304,3774,0.9328785135299996,379051,3283,46,62700,76607579,73,36,26,0,5,2,0,0,2,1,2025,10,17,4,0.0,6.04537407696847,0.0087824361828983,0.0523596114894499,0.0007336406117924,5
2836,2836,1261,7911,7480,0.8903637407777296,2268829,31970,237,268000,1544774249,48,25,26,0,5,0,0,0,1,1,2025,10,16,3,0.6666666666666666,8.465748262133351,0.0141954223101774,0.1192905996619415,0.0008843250584885,5
2837,2837,4817,4389,6082,0.7330473449841293,14743417,210738,602,1030000,227212115,12,5,26,0,5,0,0,3,1,1,2025,10,10,4,0.0,14.313983190307582,0.0143345321959941,0.2045998013594161,0.0005844654519752,5
2838,2838,6255,1692,6026,0.7355898588155014,196581,6446,251,350000,137404815,96,49,10,0,6,1,0,0,2,0,2025,10,10,4,0.0,0.5616583952617278,0.0340672085948866,0.018417090236885,0.0007171408081691,7
2839,2839,1092,7416,4527,0.9618607234647244,388385,7119,15,1590000,769321072,39,28,28,0,9,0,0,0,1,0,2025,10,19,6,0.5,0.2442671419703509,0.0183683242959324,0.004477355674619,9.433956330845077e-06,4
2840,2840,3497,6480,261,0.9637994608690406,1847644,7308,3,7570000,2499379723,91,3,1,0,3,2,0,0,1,3,2025,10,19,6,0.5,0.2440744723811793,0.0039569289555082,0.0009653895686407,3.963011365520297e-07,8
2841,2841,7825,5182,2895,0.1632747653461592,10791969,289104,4633,49800,44347414,67,36,22,0,8,1,0,3,1,2,2025,9,19,4,0.0,216.70185337643824,0.0272181075373634,5.80518463484669,0.0930302604365374,1
2842,2842,8427,6885,4524,0.949144702363924,80481,2064,214,661000,152260825,87,45,2,0,0,2,0,0,2,0,2025,10,18,5,0.3333333333333333,0.1217562454519736,0.0283044655947913,0.0031225368796718,0.0003237514012838,6
2843,2843,652,6683,1746,0.9022472156931372,1386255,80230,314,4040000,5492329498,60,33,17,0,10,1,0,0,1,0,2025,10,16,3,0.6666666666666666,0.3431323408088265,0.0581018224628062,0.0198589059755183,7.772275303892252e-05,9
2844,2844,4873,7778,6714,0.9528875513476578,2766268,56995,67,472000,318510946,91,12,24,0,2,2,0,0,1,1,2025,10,18,5,0.3333333333333333,5.860724871345612,0.0206277842104292,0.1207518628138499,0.0001419488518032,3
2845,2845,1670,8117,705,0.9223789544374768,1421185,3934,8,59600,108620947,91,19,2,0,0,2,0,0,1,0,2025,10,17,4,0.0,23.84498582238553,0.0027737396793945,0.0660056039328199,0.0001342259358064,6
2846,2846,1842,154,3976,0.8130772199923513,18335266,128760,62,411000,716491008,67,3,24,0,2,2,0,3,1,1,2025,10,13,0,0.1666666666666666,44.61124425488016,0.0070259135031957,0.3132839092848922,0.0001508512144739,3
2847,2847,7128,4810,4899,0.7937635920303592,1268514,5692,63,12800,54988647,67,22,24,0,2,2,0,0,1,1,2025,10,12,6,0.5,99.09491445980782,0.0045368009049952,0.4446527615030076,0.004921490508554,3
2848,2848,7092,8354,6783,0.9406400532226372,3469338,22391,534,3180000,8986257900,48,25,1,0,3,2,2,0,1,3,2025,10,18,5,0.3333333333333333,1.0909864493753303,0.006607886977894,0.0070411927543419,0.0001679244754954,8
2849,2849,4591,3772,3052,0.9437427234583992,1104409,20973,217,229000,424062588,67,46,1,0,3,2,0,0,1,3,2025,10,18,5,0.3333333333333333,4.8227256649534285,0.0191867150786392,0.0915847529050091,0.0009475941153095,8
2850,2850,2109,3353,3019,0.9238093146007031,139913,8929,1108,371000,174518683,79,39,10,0,6,1,0,0,1,0,2025,10,17,4,0.0,0.3771229727143592,0.071736924110525,0.0240673205732599,0.0029865148611459,7
2851,2851,1506,494,5777,0.9762239495889844,355299,8766,660,7260000,3593205479,12,5,20,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.0489392494574036,0.0265296932169997,0.0012074378502151,9.090907838717928e-05,0
2852,2852,4139,5076,4241,0.8439357185221752,314036,1379,18,18300,13890203,60,27,25,0,7,1,0,0,1,2,2025,10,14,1,0.8333333333333333,17.15949948090268,0.004448520397278,0.075351073711819,0.0009835528113217,2
2853,2853,7535,7525,1335,0.8734065354718723,367852,2727,575,1780000,563936771,7,3,25,0,7,0,0,0,1,2,2025,10,15,2,1.0,0.2066583108661175,0.0089764117731811,0.0015320216112238,0.0003230335263856,2
2854,2854,5984,777,1687,0.8790821594107001,347446,15490,382,417000,592484343,60,27,25,0,7,1,0,0,1,2,2025,10,15,2,1.0,0.8332018388445112,0.045681787438084,0.0371461938940194,0.0009160649494845,2
2855,2855,7996,3753,7592,0.980625806107355,674065,32316,798,119000,38929024,67,11,26,0,5,2,0,0,1,1,2025,10,19,6,0.5,5.664364165007017,0.0491257532645171,0.271560743187032,0.0067058260014621,5
2856,2856,2691,6923,6820,0.9816802181628644,138283,4971,644,1200000,189338035,46,23,20,0,4,0,0,0,1,2,2025,10,19,6,0.5,0.1152357373035522,0.0406048422087877,0.0041424965479195,0.0005366662194448,0
2857,2857,812,3796,3412,0.9479810833455532,56931,3410,500,729000,172578035,73,36,20,0,4,2,0,0,2,2,2025,10,18,5,0.3333333333333333,0.0780945430801878,0.0686784233822806,0.0046776341870587,0.0006858701154045,0
2858,2858,967,3391,451,0.8979147118724313,16224,143,0,602,139756,67,41,10,0,6,1,0,0,1,0,2025,10,16,3,0.6666666666666666,26.90547263681592,0.0088135593220338,0.2371475953565505,0.0,7
2859,2859,2821,7433,388,0.919466768760458,2645561,40592,327,12800,71975677,48,25,17,0,10,1,0,0,1,0,2025,10,17,4,0.0,206.66830716350285,0.0154670349816031,3.171002265448012,0.0255448793063041,9
2860,2860,2448,5927,2451,0.944305076554656,1785587,40012,177,261000,186869702,42,35,2,0,0,2,0,0,0,0,2025,10,18,5,0.3333333333333333,6.841303290025709,0.0225074317255716,0.1533020946279899,0.0006781583212324,6
2861,2861,8457,4480,6108,0.8128089097817792,9141885,0,538,2330000,2965416530,67,39,1,0,3,2,0,3,1,3,2025,10,13,0,0.1666666666666666,3.923554110062614,5.885000097354091e-05,0.0,0.0002309011884544,8
2862,2862,3178,228,6767,0.82825761545962,8803856,76051,3908,130000,113206637,67,12,17,0,10,1,0,3,1,0,2025,10,14,1,0.8333333333333333,67.72144829655157,0.0090822692826564,0.5850031922831362,0.0300613072207136,9
2863,2863,7659,6044,2672,0.8767919513212519,430710,38280,1211,1200000,725342953,91,36,25,0,7,1,0,0,1,2,2025,10,15,2,1.0,0.3589247008960826,0.0916879299576746,0.0318999734166888,0.0010091658256951,2
2864,2864,2783,6691,64,0.8303906031801489,712618,10755,525,1260000,1229132410,87,45,25,0,7,1,0,0,2,2,2025,10,14,1,0.8333333333333333,0.5655693924052442,0.0158289352374831,0.0085357075113432,0.000416666335979,2
2865,2865,886,823,471,0.9381292345155998,779620,54171,3566,1030000,89877838,91,41,20,0,4,2,0,0,1,2,2025,10,18,5,0.3333333333333333,0.7569118864933141,0.0740577793568926,0.0525931528221817,0.0034621325610363,0
2866,2866,4175,8132,318,0.8975670069446551,407420,5177,526,22000000,16896948065,76,44,25,0,7,1,2,0,2,2,2025,10,16,3,0.6666666666666666,0.018519090067314,0.0139978057095731,0.0002353181711219,2.3909089822314098e-05,2
2867,2867,7750,5419,6496,0.9424695836640922,1071751,17911,67,43100,73174466,67,22,26,0,5,2,0,0,1,1,2025,10,18,5,0.3333333333333333,24.86603559082156,0.0167744030335376,0.4155588037400524,0.0015544882949351,5
2868,2868,6048,1041,66,0.93696404643174,176291,1353,99,186000,151084649,93,48,25,0,7,1,0,0,1,2,2025,10,18,5,0.3333333333333333,0.9477959795915076,0.0082363351711932,0.0072741544400298,0.000532255202929,2
2869,2869,2390,964,5835,0.8640351345159161,3087276,32767,135,173000,448402743,67,39,1,0,3,2,0,0,1,3,2025,10,15,2,1.0,17.845422858827405,0.0106572879595838,0.1894035294593672,0.00078034231016,8
2870,2870,583,7088,5386,0.758748638835641,25799706,342553,765,85400,47353710,67,35,1,2,3,3,0,1,1,3,2025,10,11,5,0.3333333333333333,302.1007482347982,0.0133070503475097,4.011112282057587,0.0089577405416798,8
2871,2871,1937,474,1373,0.97643891157054,246737,5221,155,2130000,491763769,42,21,20,0,4,0,0,0,0,2,2025,10,19,6,0.5,0.1158389127516841,0.0217882936556185,0.0024511725581349,7.276991888736203e-05,0
2872,2872,536,327,4254,0.9207069581781298,1162680,24246,392,215000,654563246,46,23,17,0,10,1,0,0,1,0,2025,10,17,4,0.0,5.407788800982321,0.021190679128669,0.1127715685043325,0.0018232473337333,9
2873,2873,6331,6884,7311,0.9170952830751276,101055,1638,131,148000,33161109,46,23,28,0,9,1,0,0,1,0,2025,10,17,4,0.0,0.6827994405443206,0.0175051456618112,0.0110674927872108,0.0008851291545327,4
2874,2874,1083,6135,6650,0.8385538236558432,12437199,67349,21,2420000,2749744386,39,19,24,0,2,2,0,3,1,1,2025,10,14,1,0.8333333333333333,5.139336306059378,0.0054168140739073,0.0278301537891926,8.677682364594064e-06,3
2875,2875,4313,1899,927,0.9173689281085444,64896,3728,2237,217000,98122170,75,37,25,0,7,1,0,0,2,2,2025,10,17,4,0.0,0.299058529684195,0.0919148805029508,0.0171796443334362,0.0103087082548006,2
2876,2876,2249,7193,7258,0.8022469018800393,7639283,54370,1342,19800,181293921,67,25,17,0,10,1,0,3,1,0,2025,10,13,0,0.1666666666666666,385.8028887429928,0.0072928300610371,2.745820918135448,0.0677743548305641,9
2877,2877,2587,2712,2487,0.4610661486657363,241760,4292,154,108000,166904828,36,17,10,0,6,0,0,0,1,0,2025,9,30,1,0.8333333333333333,2.238497791687114,0.0183900629133731,0.0397403727743261,0.0014259127230303,7
2878,2878,8353,4194,6432,0.7017272273669732,101166,2565,145,1980,18750408,67,16,10,0,6,1,0,0,1,0,2025,10,9,3,0.6666666666666666,51.06814740030288,0.0267873911453339,1.2948006057546693,0.0731953558808682,7
2879,2879,5800,1126,1857,0.8327567540426344,855281,37176,1491,146000,42089032,62,29,1,0,3,2,0,0,2,3,2025,10,14,1,0.8333333333333333,5.858048917473168,0.0452096501504766,0.2546283929562126,0.010212258820145,8
2880,2880,1390,2267,3968,0.8141040164939568,7867313,27636,53,876000,2124422556,86,44,26,0,5,2,0,3,1,1,2025,10,13,0,0.1666666666666666,8.980940661026642,0.0035194985226215,0.0315479091918844,6.050221403856845e-05,5
2881,2881,856,5990,2378,0.7853006800329467,933502,10288,151,44700,47152351,67,40,17,0,10,1,0,0,1,0,2025,10,12,6,0.5,20.883246459810746,0.011182610018393,0.2301514507505425,0.003378000492159,9
2882,2882,1357,8059,3557,0.8637928707936453,975254,0,18,7300000,2093195114,0,12,2,0,0,0,0,0,1,0,2025,10,15,2,1.0,0.1335964200552849,1.8456711321654337e-05,0.0,2.4657530868831386e-06,6
2883,2883,8441,1817,1074,0.975417763704968,1323254,0,512,5750000,3986277204,42,21,23,0,1,2,0,0,0,3,2025,10,19,6,0.5,0.2301310904119842,0.0003869246668253,0.0,8.904346277504995e-05,10
2884,2884,6666,1031,4571,0.926533212410618,3487673,214528,275,30900,167266684,91,2,23,0,1,2,0,0,1,3,2025,10,17,4,0.0,112.8660237532766,0.0615891852277477,6.942429047603637,0.0088993883693084,10
2885,2885,3952,5870,5416,0.7776709418473047,14574628,218346,1623,55600,74950666,67,32,17,0,10,1,0,3,1,0,2025,10,12,6,0.5,262.12888257405444,0.0150925968681604,3.927015701156454,0.0291901224798115,9
2886,2886,7129,1731,6831,0.7257198088250334,130947,2250,115,22700,3734129,15,16,25,0,7,0,0,0,2,2,2025,10,10,4,0.0,5.76833619664332,0.0180606042093044,0.0991145764503766,0.0050658561296859,2
2887,2887,7618,6085,869,0.9857720273267888,757053,46182,7600,4830000,4374954845,91,32,25,0,7,1,0,0,1,2,2025,10,19,6,0.5,0.1567397191015074,0.0710411674728619,0.0095614887036255,0.0015734986390271,2
2888,2888,434,3656,6304,0.9080879053287844,7914491,39927,396,12200,7624834,91,38,26,0,5,2,0,3,1,1,2025,10,17,4,0.0,648.6756003606262,0.0050948311022362,3.2724366855175804,0.0324563560363904,5
2889,2889,4131,5107,4398,0.9946783572511322,79074,213,97,2510000,1990379505,67,31,25,0,7,1,0,0,1,2,2025,10,20,0,0.1666666666666666,0.0315035731061461,0.0039203288017704,8.486052395995062e-05,3.864540293011836e-05,2
2890,2890,2769,1581,1258,0.9022054785492628,92950,6561,271,366000,197720065,28,13,10,0,6,0,0,0,1,0,2025,10,16,3,0.6666666666666666,0.2539610547512165,0.0735010919731901,0.0179261805295613,0.0007404351354231,7
2891,2891,1892,595,7211,0.9257584078377477,2023331,82228,638,4610000,3659417124,12,37,23,0,1,0,0,0,1,3,2025,10,17,4,0.0,0.4389003386333321,0.0409552164449531,0.0178368724865786,0.0001383947639056,10
2892,2892,3117,2257,5837,0.8953957340245324,147134,923,219,1520000,1036639237,61,28,25,0,7,1,0,0,2,2,2025,10,16,3,0.6666666666666666,0.0967986205272233,0.007761579501818,0.0006072364426076,0.0001440788525797,2
2893,2893,3015,8242,5378,0.922313367497054,21709719,0,33,704000,1219400412,67,35,24,0,2,2,0,1,1,1,2025,10,17,4,0.0,30.83762523064598,1.5200564539754543e-06,0.0,4.687493341628776e-05,3
2894,2894,1941,2229,1261,0.8409369204264294,1830058,88952,14964,2780000,1796244214,73,36,10,0,6,1,0,0,2,0,2025,10,14,1,0.8333333333333333,0.6582940078079108,0.0567828687490403,0.0319971107924061,0.0053827318767151,7
2895,2895,2703,5738,5990,0.7552480535741779,532425,8441,107,100000,74310184,34,16,26,0,5,0,0,0,2,1,2025,10,11,5,0.3333333333333333,5.32419675803242,0.0160548132510433,0.0844091559084409,0.0010699893001069,5
2896,2896,6203,6659,2506,0.8300002196691594,278425,1467,117,1310000,1887991772,87,45,25,0,7,1,0,0,2,2,2025,10,14,1,0.8333333333333333,0.2125380056961788,0.005689123860559,0.0011198464733996,8.931290892144358e-05,2
2897,2897,2106,138,6276,0.9384195116440424,440973,7064,1286,716000,772440945,87,45,17,0,10,1,0,0,2,0,2025,10,18,5,0.3333333333333333,0.6158832180401983,0.01893535673305,0.0098659080085083,0.0017960868769736,9
2898,2898,1473,1787,781,0.9208688857437436,1392080,19063,73,233000,455941311,22,11,26,0,5,0,0,0,1,1,2025,10,17,4,0.0,5.974566632761233,0.0137463265427801,0.0818150995060107,0.0003133033763803,5
2899,2899,2018,422,3533,0.9705680958761604,45813,3844,463,518000,71480464,72,35,20,0,4,2,0,0,1,2,2025,10,19,6,0.5,0.0884419142047988,0.0940105644562797,0.0074208350949129,0.0008938206682998,0
2900,2900,5291,5913,400,0.8734297576421568,2059775,41380,22,105000,110876256,91,24,1,0,3,2,0,0,1,3,2025,10,15,2,1.0,19.616717936019658,0.0201002439100174,0.3940914848430015,0.0002095218140779,8
2901,2901,8166,7027,247,0.7620631329217531,203001,4226,13,105000,57598610,77,38,17,0,10,1,0,0,2,0,2025,10,11,5,0.3333333333333333,1.9333244445291,0.020881567669284,0.0402472357406119,0.0001238083446824,9
2902,2902,6228,5512,4647,0.8406792798616607,1506887,26861,1559,11500000,8425995449,12,37,20,0,4,0,2,0,1,2,2025,10,14,1,0.8333333333333333,0.1310336407796834,0.0188600612653362,0.002335738927327,0.000135565205603,0
2903,2903,4802,808,2530,0.9242794066420856,21565,890,92,163000,59541349,21,10,28,0,9,0,0,0,2,0,2025,10,17,4,0.0,0.1322998018417065,0.0455346378558842,0.0054600892019067,0.0005644137152532,4
2904,2904,1162,4260,1176,0.8734093597898891,1758883,38717,136,44600,7264663,12,37,23,0,1,0,0,0,1,3,2025,10,15,2,1.0,39.43595435079931,0.022089574980499,0.868074706845138,0.0030492589852245,10
2905,2905,5524,937,2849,0.8093911711819146,145610,1891,293,1950000,255949726,79,39,22,0,8,1,0,0,1,2,2025,10,13,0,0.1666666666666666,0.0746717565785863,0.014998866843851,0.0009697430924394,0.0001502563332018,1
